t,Bx,By,Ax,Ay
1.004337E1,3.476964E2,-3.969786E1,3.050832E2,5.123581E1
1.007673E1,3.440186E2,-3.677006E1,3.029232E2,5.487871E1
1.011010E1,3.402868E2,-3.390323E1,3.005775E2,5.835514E1
1.014347E1,3.359858E2,-3.099137E1,2.981269E2,6.186059E1
1.017683E1,3.319889E2,-2.790770E1,2.956099E2,6.542871E1
1.021020E1,3.275526E2,-2.467290E1,2.929138E2,6.896213E1
1.024357E1,3.233802E2,-2.166774E1,2.899848E2,7.268165E1
1.027693E1,3.184438E2,-1.879081E1,2.867818E2,7.588324E1
1.031030E1,3.143412E2,-1.574098E1,2.838178E2,7.953034E1
1.034367E1,3.102088E2,-1.200512E1,2.807122E2,8.318051E1
1.037703E1,3.053837E2,-9.060757E0,2.773002E2,8.700253E1
1.041040E1,3.003487E2,-6.028282E0,2.744329E2,9.062712E1
1.044377E1,2.972742E2,-2.375495E0,2.711260E2,9.414773E1
1.047713E1,2.917083E2,8.244023E-1,2.678179E2,9.811477E1
1.051050E1,2.875613E2,4.170838E0,2.645905E2,1.020657E2
1.054387E1,2.836399E2,8.298868E0,2.614811E2,1.057483E2
1.057723E1,2.794165E2,1.162698E1,2.581596E2,1.091022E2
1.061060E1,2.755330E2,1.509266E1,2.551966E2,1.130175E2
1.064397E1,2.714662E2,1.890106E1,2.517807E2,1.169405E2
1.067733E1,2.677025E2,2.182937E1,2.484708E2,1.204912E2
1.071070E1,2.634343E2,2.594328E1,2.450162E2,1.244405E2
1.074407E1,2.597052E2,2.914358E1,2.415339E2,1.277262E2
1.077743E1,2.555517E2,3.237866E1,2.379608E2,1.314481E2
1.081080E1,2.514166E2,3.601707E1,2.344345E2,1.349151E2
1.084417E1,2.472232E2,3.922782E1,2.311859E2,1.385516E2
1.087753E1,2.434002E2,4.283135E1,2.276485E2,1.419721E2
1.091090E1,2.395216E2,4.646941E1,2.245597E2,1.453059E2
1.094427E1,2.355868E2,4.981256E1,2.211582E2,1.486963E2
1.097763E1,2.318880E2,5.326277E1,2.178055E2,1.519654E2
1.101100E1,2.274995E2,5.655361E1,2.147918E2,1.555452E2
1.104437E1,2.233053E2,6.018479E1,2.112967E2,1.585667E2
1.107773E1,2.189453E2,6.318153E1,2.081114E2,1.616237E2
1.111110E1,2.151358E2,6.691811E1,2.047116E2,1.649044E2
1.114447E1,2.103041E2,7.016185E1,2.013755E2,1.679501E2
1.117783E1,2.063061E2,7.286145E1,1.981623E2,1.712423E2
1.121120E1,2.027563E2,7.626577E1,1.946322E2,1.744927E2
1.124457E1,1.981376E2,7.906240E1,1.915100E2,1.772944E2
1.127793E1,1.943214E2,8.224336E1,1.880364E2,1.803634E2
1.131130E1,1.904875E2,8.457599E1,1.848899E2,1.835296E2
1.134467E1,1.858959E2,8.784551E1,1.812971E2,1.864820E2
1.137803E1,1.820701E2,9.056201E1,1.781544E2,1.891802E2
1.141140E1,1.779660E2,9.312122E1,1.746749E2,1.922634E2
1.144477E1,1.742218E2,9.648819E1,1.713668E2,1.951045E2
1.147813E1,1.700420E2,9.880610E1,1.678093E2,1.981516E2
1.151150E1,1.658131E2,1.023328E2,1.646455E2,2.008358E2
1.154487E1,1.619564E2,1.045038E2,1.613086E2,2.034806E2
1.157823E1,1.578004E2,1.071567E2,1.579957E2,2.063891E2
1.161160E1,1.538345E2,1.098272E2,1.544390E2,2.091954E2
1.164497E1,1.500162E2,1.127180E2,1.513538E2,2.117163E2
1.167833E1,1.458332E2,1.154077E2,1.479832E2,2.145690E2
1.171170E1,1.422216E2,1.179511E2,1.449294E2,2.171037E2
1.174507E1,1.385204E2,1.205121E2,1.416450E2,2.198318E2
1.177843E1,1.347903E2,1.228800E2,1.382770E2,2.221721E2
1.181180E1,1.307504E2,1.255669E2,1.352000E2,2.249012E2
1.184517E1,1.267734E2,1.285066E2,1.321665E2,2.272865E2
1.187853E1,1.229090E2,1.310677E2,1.291064E2,2.299811E2
1.191190E1,1.188546E2,1.336057E2,1.261632E2,2.325262E2
1.194527E1,1.149116E2,1.360173E2,1.227898E2,2.351439E2
1.197863E1,1.106569E2,1.384769E2,1.196772E2,2.375426E2
1.201200E1,1.069463E2,1.407405E2,1.163559E2,2.397915E2
1.204537E1,1.031063E2,1.435365E2,1.133194E2,2.420102E2
1.207873E1,9.935611E1,1.454456E2,1.099376E2,2.445473E2
1.211210E1,9.561032E1,1.482829E2,1.070242E2,2.465308E2
1.214547E1,9.163815E1,1.502041E2,1.039089E2,2.488512E2
1.217883E1,8.779215E1,1.531879E2,1.008960E2,2.511215E2
1.221220E1,8.399285E1,1.549973E2,9.743477E1,2.533054E2
1.224557E1,8.001797E1,1.572016E2,9.447583E1,2.554016E2
1.227893E1,7.600314E1,1.595924E2,9.128579E1,2.571808E2
1.231230E1,7.200376E1,1.612625E2,8.818626E1,2.590763E2
1.234567E1,6.802256E1,1.637320E2,8.508138E1,2.611137E2
1.237903E1,6.424853E1,1.655128E2,8.206693E1,2.633157E2
1.241240E1,6.105069E1,1.677150E2,7.922290E1,2.652607E2
1.244577E1,5.696045E1,1.695898E2,7.610061E1,2.669372E2
1.247913E1,5.277123E1,1.714790E2,7.313492E1,2.689557E2
1.251250E1,4.921522E1,1.737861E2,7.011227E1,2.710478E2
1.254587E1,4.543372E1,1.755653E2,6.714390E1,2.722292E2
1.257923E1,4.124297E1,1.772486E2,6.415690E1,2.741202E2
1.261260E1,3.755436E1,1.793559E2,6.092254E1,2.759092E2
1.264597E1,3.348607E1,1.812331E2,5.799625E1,2.776777E2
1.267933E1,2.989866E1,1.830717E2,5.473745E1,2.791921E2
1.271270E1,2.588975E1,1.846117E2,5.173931E1,2.804059E2
1.274607E1,2.190872E1,1.864590E2,4.843627E1,2.820663E2
1.277943E1,1.782423E1,1.882562E2,4.562440E1,2.832191E2
1.281280E1,1.396815E1,1.894690E2,4.247916E1,2.844765E2
1.284617E1,1.035600E1,1.910014E2,3.935061E1,2.859463E2
1.287953E1,6.203629E0,1.922897E2,3.621021E1,2.871212E2
1.291290E1,2.405921E0,1.943330E2,3.343446E1,2.883812E2
1.294627E1,-1.562436E0,1.957044E2,3.026901E1,2.896064E2
1.297963E1,-5.296216E0,1.968999E2,2.730826E1,2.904698E2
1.301300E1,-9.434691E0,1.984575E2,2.438197E1,2.917984E2
1.304637E1,-1.340952E1,1.997335E2,2.123509E1,2.927206E2
1.307973E1,-1.731917E1,2.009562E2,1.816896E1,2.933642E2
1.311310E1,-2.139956E1,2.021032E2,1.529571E1,2.944171E2
1.314647E1,-2.503522E1,2.037599E2,1.215235E1,2.950586E2
1.317983E1,-2.901118E1,2.046846E2,9.122338E0,2.960031E2
1.321320E1,-3.302469E1,2.059154E2,5.977098E0,2.973078E2
1.324657E1,-3.696824E1,2.068680E2,2.934560E0,2.980642E2
1.327993E1,-4.111786E1,2.081532E2,-4.606718E-1,2.989034E2
1.331330E1,-4.504423E1,2.095838E2,-3.222010E0,2.996982E2
1.334667E1,-4.901982E1,2.104237E2,-6.611865E0,2.999252E2
1.338003E1,-5.293541E1,2.115068E2,-9.827923E0,3.008958E2
1.341340E1,-5.686099E1,2.122478E2,-1.285419E1,3.017864E2
1.344677E1,-6.053942E1,2.133370E2,-1.566720E1,3.024912E2
1.348013E1,-6.436617E1,2.146168E2,-1.878673E1,3.029579E2
1.351350E1,-6.801964E1,2.152851E2,-2.188928E1,3.035267E2
1.354687E1,-7.198691E1,2.166187E2,-2.507208E1,3.043104E2
1.358023E1,-7.603876E1,2.172076E2,-2.815504E1,3.048554E2
1.361360E1,-7.976008E1,2.179426E2,-3.144242E1,3.049673E2
1.364697E1,-8.361593E1,2.192951E2,-3.457717E1,3.055431E2
1.368033E1,-8.755781E1,2.201590E2,-3.782887E1,3.058215E2
1.371370E1,-9.124056E1,2.207725E2,-4.077860E1,3.064257E2
1.374707E1,-9.480550E1,2.214918E2,-4.388061E1,3.067101E2
1.378043E1,-9.854591E1,2.224401E2,-4.698325E1,3.074835E2
1.381380E1,-1.021498E2,2.229394E2,-5.030836E1,3.078580E2
1.384717E1,-1.061769E2,2.237130E2,-5.374193E1,3.077564E2
1.388053E1,-1.099678E2,2.249592E2,-5.671766E1,3.080345E2
1.391390E1,-1.139748E2,2.252944E2,-5.982557E1,3.082343E2
1.394727E1,-1.179710E2,2.258413E2,-6.305144E1,3.086966E2
1.398063E1,-1.217155E2,2.260476E2,-6.654364E1,3.090362E2
1.401400E1,-1.255878E2,2.270771E2,-6.980388E1,3.090369E2
1.404737E1,-1.289486E2,2.273427E2,-7.299290E1,3.096726E2
1.408073E1,-1.331843E2,2.276434E2,-7.649604E1,3.098875E2
1.411410E1,-1.372591E2,2.284666E2,-7.982148E1,3.099984E2
1.414747E1,-1.410085E2,2.290778E2,-8.282767E1,3.100138E2
1.418083E1,-1.448175E2,2.299235E2,-8.622328E1,3.101537E2
1.421420E1,-1.487715E2,2.299865E2,-8.967320E1,3.102504E2
1.424757E1,-1.526071E2,2.303786E2,-9.280954E1,3.102228E2
1.428093E1,-1.562905E2,2.305492E2,-9.610226E1,3.104077E2
1.431430E1,-1.600788E2,2.309169E2,-9.973670E1,3.104252E2
1.434767E1,-1.641976E2,2.315134E2,-1.026892E2,3.103987E2
1.438103E1,-1.681581E2,2.320994E2,-1.062908E2,3.102860E2
1.441440E1,-1.720745E2,2.323532E2,-1.094842E2,3.104615E2
1.444777E1,-1.761017E2,2.324861E2,-1.129890E2,3.102814E2
1.448113E1,-1.800403E2,2.326420E2,-1.163185E2,3.104268E2
1.451450E1,-1.839896E2,2.328622E2,-1.200289E2,3.100252E2
1.454787E1,-1.876052E2,2.328950E2,-1.232453E2,3.102311E2
1.458123E1,-1.912734E2,2.330438E2,-1.267531E2,3.099288E2
1.461460E1,-1.954104E2,2.330921E2,-1.302076E2,3.094280E2
1.464797E1,-1.993830E2,2.334951E2,-1.336651E2,3.093935E2
1.468133E1,-2.030253E2,2.337689E2,-1.365685E2,3.092733E2
1.471470E1,-2.072355E2,2.339506E2,-1.402302E2,3.086833E2
1.474807E1,-2.110243E2,2.338246E2,-1.433983E2,3.083144E2
1.478143E1,-2.150193E2,2.339377E2,-1.469433E2,3.079361E2
1.481480E1,-2.188016E2,2.336268E2,-1.501920E2,3.079189E2
1.484817E1,-2.227032E2,2.337198E2,-1.538745E2,3.074694E2
1.488153E1,-2.265410E2,2.338331E2,-1.569721E2,3.067358E2
1.491490E1,-2.302436E2,2.337166E2,-1.603118E2,3.058321E2
1.494827E1,-2.341585E2,2.335134E2,-1.636093E2,3.054893E2
1.498163E1,-2.381461E2,2.334592E2,-1.669166E2,3.049562E2
1.501500E1,-2.417968E2,2.334670E2,-1.701891E2,3.047012E2
1.504837E1,-2.459967E2,2.332336E2,-1.737830E2,3.036319E2
1.508173E1,-2.495373E2,2.328068E2,-1.769164E2,3.031578E2
1.511510E1,-2.533558E2,2.327487E2,-1.803820E2,3.025145E2
1.514847E1,-2.572069E2,2.325646E2,-1.838081E2,3.017228E2
1.518183E1,-2.614311E2,2.324332E2,-1.872644E2,3.005306E2
1.521520E1,-2.653417E2,2.322516E2,-1.905213E2,2.999471E2
1.524857E1,-2.688250E2,2.317823E2,-1.938864E2,2.995380E2
1.528193E1,-2.726083E2,2.315504E2,-1.972865E2,2.982530E2
1.531530E1,-2.765403E2,2.309673E2,-2.005617E2,2.976348E2
1.534867E1,-2.802571E2,2.307633E2,-2.037624E2,2.968771E2
1.538203E1,-2.842459E2,2.304664E2,-2.073093E2,2.956321E2
1.541540E1,-2.880852E2,2.298107E2,-2.106014E2,2.949141E2
1.544877E1,-2.917830E2,2.287181E2,-2.140317E2,2.936187E2
1.548213E1,-2.955006E2,2.281498E2,-2.174678E2,2.926971E2
1.551550E1,-2.995193E2,2.279261E2,-2.208481E2,2.917638E2
1.554887E1,-3.033339E2,2.270832E2,-2.239549E2,2.903092E2
1.558223E1,-3.072146E2,2.264035E2,-2.273729E2,2.892998E2
1.561560E1,-3.111376E2,2.258821E2,-2.305041E2,2.880437E2
1.564897E1,-3.149447E2,2.253572E2,-2.339208E2,2.871631E2
1.568233E1,-3.189129E2,2.246722E2,-2.371403E2,2.855201E2
1.571570E1,-3.224967E2,2.233112E2,-2.407690E2,2.846010E2
1.574907E1,-3.264378E2,2.226296E2,-2.435921E2,2.831759E2
1.578243E1,-3.300423E2,2.216900E2,-2.473235E2,2.815508E2
1.581580E1,-3.340977E2,2.212225E2,-2.507351E2,2.801458E2
1.584917E1,-3.379277E2,2.202662E2,-2.536829E2,2.790583E2
1.588253E1,-3.417180E2,2.197821E2,-2.573111E2,2.773767E2
1.591590E1,-3.455902E2,2.179879E2,-2.608787E2,2.754757E2
1.594927E1,-3.493952E2,2.172612E2,-2.635886E2,2.745725E2
1.598263E1,-3.531723E2,2.164814E2,-2.673295E2,2.723741E2
1.601600E1,-3.571950E2,2.155796E2,-2.714605E2,2.702444E2
1.604937E1,-3.610444E2,2.146399E2,-2.736598E2,2.692517E2
1.608273E1,-3.645846E2,2.128552E2,-2.770609E2,2.672783E2
1.611610E1,-3.691020E2,2.122509E2,-2.810166E2,2.654986E2
1.614947E1,-3.727072E2,2.109847E2,-2.836244E2,2.641837E2
1.618283E1,-3.766798E2,2.101714E2,-2.873703E2,2.623628E2
1.621620E1,-3.802453E2,2.086662E2,-2.912809E2,2.602882E2
1.624957E1,-3.841072E2,2.073571E2,-2.953250E2,2.582387E2
1.628293E1,-3.881257E2,2.066330E2,-2.994078E2,2.564391E2
1.631630E1,-3.922594E2,2.051179E2,-3.031641E2,2.542531E2
1.634967E1,-3.956525E2,2.038638E2,-3.064466E2,2.524992E2
1.638303E1,-3.997842E2,2.022525E2,-3.099073E2,2.508211E2
1.641640E1,-4.035610E2,2.011245E2,-3.129853E2,2.485756E2
1.644977E1,-4.072552E2,2.001104E2,-3.173972E2,2.464819E2
1.648313E1,-4.110448E2,1.983181E2,-3.209630E2,2.447159E2
1.651650E1,-4.153142E2,1.968382E2,-3.242190E2,2.425728E2
1.654987E1,-4.191085E2,1.958653E2,-3.274358E2,2.405327E2
1.658323E1,-4.229441E2,1.944281E2,-3.310663E2,2.381164E2
1.661660E1,-4.270263E2,1.923614E2,-3.344023E2,2.361617E2
1.664997E1,-4.310473E2,1.906997E2,-3.384315E2,2.343085E2
1.668333E1,-4.349483E2,1.896788E2,-3.414082E2,2.320577E2
1.671670E1,-4.391622E2,1.874056E2,-3.452691E2,2.300871E2
1.675007E1,-4.429929E2,1.854538E2,-3.485220E2,2.275361E2
1.678343E1,-4.471291E2,1.841344E2,-3.527532E2,2.252986E2
1.681680E1,-4.510451E2,1.821851E2,-3.557436E2,2.228902E2
1.685017E1,-4.550415E2,1.805012E2,-3.595179E2,2.205270E2
1.688353E1,-4.587653E2,1.791585E2,-3.630880E2,2.180218E2
1.691690E1,-4.624103E2,1.769271E2,-3.668192E2,2.160582E2
1.695027E1,-4.663901E2,1.754591E2,-3.699973E2,2.131884E2
1.698363E1,-4.701003E2,1.737599E2,-3.735598E2,2.108828E2
1.701700E1,-4.738856E2,1.715325E2,-3.776819E2,2.086192E2
1.705037E1,-4.777638E2,1.697494E2,-3.812131E2,2.060345E2
1.708373E1,-4.815092E2,1.677312E2,-3.850499E2,2.032311E2
1.711710E1,-4.855944E2,1.657748E2,-3.882967E2,2.008676E2
1.715047E1,-4.893806E2,1.639421E2,-3.921179E2,1.982291E2
1.718383E1,-4.933706E2,1.615480E2,-3.959440E2,1.956444E2
1.721720E1,-4.975004E2,1.597742E2,-3.991692E2,1.929388E2
1.725057E1,-5.010591E2,1.574018E2,-4.032711E2,1.902888E2
1.728393E1,-5.050911E2,1.555642E2,-4.069709E2,1.875923E2
1.731730E1,-5.090729E2,1.534969E2,-4.105242E2,1.848106E2
1.735067E1,-5.128089E2,1.512152E2,-4.135501E2,1.819813E2
1.738403E1,-5.166280E2,1.493316E2,-4.177409E2,1.792163E2
1.741740E1,-5.206365E2,1.467720E2,-4.210205E2,1.762962E2
1.745077E1,-5.243268E2,1.449109E2,-4.247874E2,1.736312E2
1.748413E1,-5.284678E2,1.422612E2,-4.286862E2,1.706674E2
1.751750E1,-5.321584E2,1.401650E2,-4.321160E2,1.673511E2
1.755087E1,-5.361869E2,1.379483E2,-4.355670E2,1.647074E2
1.758423E1,-5.400607E2,1.353300E2,-4.393670E2,1.614423E2
1.761760E1,-5.441682E2,1.334585E2,-4.431761E2,1.585493E2
1.765097E1,-5.478119E2,1.307698E2,-4.466059E2,1.554573E2
1.768433E1,-5.520383E2,1.283450E2,-4.504050E2,1.521601E2
1.771770E1,-5.557682E2,1.256271E2,-4.538993E2,1.493405E2
1.775107E1,-5.596444E2,1.234822E2,-4.572458E2,1.461646E2
1.778443E1,-5.632778E2,1.206919E2,-4.609113E2,1.432635E2
1.781780E1,-5.671782E2,1.181655E2,-4.647568E2,1.397159E2
1.785117E1,-5.708534E2,1.154936E2,-4.683825E2,1.368191E2
1.788453E1,-5.746993E2,1.132874E2,-4.718107E2,1.332690E2
1.791790E1,-5.781044E2,1.103558E2,-4.758136E2,1.301962E2
1.795127E1,-5.823748E2,1.082468E2,-4.796240E2,1.270335E2
1.798463E1,-5.860849E2,1.052358E2,-4.831503E2,1.235987E2
1.801800E1,-5.898418E2,1.027204E2,-4.864312E2,1.202089E2
1.805137E1,-5.939003E2,9.990289E1,-4.900478E2,1.170410E2
1.808473E1,-5.972237E2,9.736857E1,-4.943390E2,1.135947E2
1.811810E1,-6.014023E2,9.426508E1,-4.977957E2,1.101565E2
1.815147E1,-6.050609E2,9.195616E1,-5.013607E2,1.069803E2
1.818483E1,-6.092074E2,8.841074E1,-5.049353E2,1.036432E2
1.821820E1,-6.130875E2,8.555634E1,-5.084845E2,9.989928E1
1.825157E1,-6.168569E2,8.288456E1,-5.121201E2,9.649974E1
1.828493E1,-6.206254E2,7.989437E1,-5.161854E2,9.311894E1
1.831830E1,-6.243513E2,7.696481E1,-5.200159E2,8.936074E1
1.835167E1,-6.281349E2,7.384659E1,-5.239535E2,8.585712E1
1.838503E1,-6.321035E2,7.087631E1,-5.271882E2,8.187860E1
1.841840E1,-6.359091E2,6.761203E1,-5.313595E2,7.861363E1
1.845177E1,-6.397576E2,6.470453E1,-5.347128E2,7.496825E1
1.848513E1,-6.436878E2,6.171313E1,-5.385207E2,7.122088E1
1.851850E1,-6.473052E2,5.825481E1,-5.425049E2,6.779201E1
1.855187E1,-6.513978E2,5.556806E1,-5.461520E2,6.371153E1
1.858523E1,-6.552745E2,5.267389E1,-5.496325E2,5.997807E1
1.861860E1,-6.592502E2,4.881719E1,-5.534242E2,5.628963E1
1.865197E1,-6.633972E2,4.607254E1,-5.573037E2,5.239739E1
1.868533E1,-6.670563E2,4.240621E1,-5.613864E2,4.882272E1
1.871870E1,-6.709296E2,3.973087E1,-5.651319E2,4.476746E1
1.875207E1,-6.750347E2,3.634782E1,-5.687514E2,4.101797E1
1.878543E1,-6.790986E2,3.277797E1,-5.727575E2,3.685133E1
1.881880E1,-6.830297E2,3.001440E1,-5.764743E2,3.293263E1
1.885217E1,-6.872779E2,2.660279E1,-5.806065E2,2.907925E1
1.888553E1,-6.911652E2,2.312785E1,-5.845753E2,2.498493E1
1.891890E1,-6.954899E2,2.020037E1,-5.882942E2,2.133849E1
1.895227E1,-6.993465E2,1.671032E1,-5.923485E2,1.710045E1
1.898563E1,-7.035449E2,1.323868E1,-5.961814E2,1.308539E1
1.901900E1,-7.072881E2,1.040417E1,-6.000493E2,8.976712E0
1.905237E1,-7.112415E2,6.683126E0,-6.040475E2,5.042958E0
1.908573E1,-7.150230E2,3.061978E0,-6.083829E2,1.110479E0
1.911910E1,-7.191653E2,-3.307010E-1,-6.120561E2,-3.132297E0
1.915247E1,-7.231179E2,-4.109485E0,-6.164471E2,-7.350917E0
1.918583E1,-7.269926E2,-7.148232E0,-6.199989E2,-1.158653E1
1.921920E1,-7.311222E2,-1.078638E1,-6.239910E2,-1.601974E1
1.925257E1,-7.351243E2,-1.434088E1,-6.282286E2,-2.008891E1
1.928593E1,-7.389851E2,-1.772009E1,-6.318838E2,-2.434375E1
1.931930E1,-7.431123E2,-2.137357E1,-6.361872E2,-2.861362E1
1.935267E1,-7.470591E2,-2.510371E1,-6.397686E2,-3.278698E1
1.938603E1,-7.510611E2,-2.863763E1,-6.439508E2,-3.741360E1
1.941940E1,-7.546472E2,-3.214474E1,-6.476574E2,-4.182853E1
1.945277E1,-7.588259E2,-3.606598E1,-6.517705E2,-4.625792E1
1.948613E1,-7.625840E2,-3.976609E1,-6.556950E2,-5.063686E1
1.951950E1,-7.667069E2,-4.335399E1,-6.595270E2,-5.491214E1
1.955287E1,-7.701873E2,-4.715862E1,-6.635528E2,-5.940951E1
1.958623E1,-7.743350E2,-5.097349E1,-6.677000E2,-6.429676E1
1.961960E1,-7.782566E2,-5.503443E1,-6.713078E2,-6.863111E1
1.965297E1,-7.821629E2,-5.876471E1,-6.756643E2,-7.294290E1
1.968633E1,-7.863527E2,-6.227985E1,-6.793776E2,-7.755749E1
1.971970E1,-7.902839E2,-6.656806E1,-6.834698E2,-8.230739E1
1.975307E1,-7.940287E2,-7.004737E1,-6.874096E2,-8.720160E1
1.978643E1,-7.980767E2,-7.419595E1,-6.915478E2,-9.203212E1
1.981980E1,-8.013979E2,-7.813377E1,-6.955310E2,-9.634120E1
1.985317E1,-8.056763E2,-8.229510E1,-6.994824E2,-1.010456E2
1.988653E1,-8.091100E2,-8.633921E1,-7.035649E2,-1.057574E2
1.991990E1,-8.135304E2,-9.043338E1,-7.074099E2,-1.106549E2
1.995327E1,-8.168390E2,-9.430065E1,-7.116329E2,-1.153654E2
1.998663E1,-8.207263E2,-9.848392E1,-7.155909E2,-1.203301E2
2.002000E1,-8.247239E2,-1.029288E2,-7.194598E2,-1.250338E2
2.005337E1,-8.288501E2,-1.068282E2,-7.236036E2,-1.301807E2
2.008673E1,-8.325044E2,-1.109634E2,-7.277606E2,-1.350705E2
2.012010E1,-8.362721E2,-1.151004E2,-7.316685E2,-1.396881E2
2.015347E1,-8.402675E2,-1.193802E2,-7.355956E2,-1.447821E2
